subject,session,stim,answer,conf,correct,contrast,rt,points
13,3,2,2,0.978,1,3,1.062054841,21
13,3,1,1,1,1,3,0.700457481,22
13,3,1,1,0.79,1,1,1.100148502,23
13,3,2,2,0.655,1,2,3.393876562,24
13,3,1,1,0.754,1,2,0.986011974,23
13,3,1,1,1,1,2,0.540836328,24
13,3,1,1,1,1,3,1.515118314,25
13,3,2,2,0.739,1,1,1.295679777,26
13,3,1,1,1,1,3,0.551549323,27
13,3,1,1,0.789,1,2,2.138048044,28
13,3,2,2,0.715,1,2,1.637017037,29
13,3,2,2,0.799,1,3,1.629555792,30
13,3,1,1,0.644,1,3,1.621926859,31
13,3,1,1,1,1,3,0.6307115,32
15,1,1,1,1,1,2,2.596739628,1
15,1,1,1,1,1,2,1.904502335,2
15,1,2,2,1,1,2,1.902436345,3
15,1,1,1,1,1,1,1.284448955,4
15,1,2,2,0.997,1,2,1.371133095,5
15,1,2,2,1,1,1,1.756623111,6
15,1,2,2,1,1,1,1.128854975,7
15,1,1,1,1,1,2,1.493379108,8
15,1,2,2,0.986,1,1,1.628006359,9
15,1,1,1,1,1,3,1.779988634,10
15,1,2,2,1,1,3,1.207105044,11
15,1,2,2,0.998,1,3,2.001617617,12
15,1,2,2,1,1,1,1.386988028,13
15,1,2,2,1,1,2,1.756853498,14
15,1,1,1,1,1,3,2.214458778,15
15,2,1,2,0.812,0,1,1.488250886,-1
15,2,1,2,0.724,0,1,1.232104124,-2
15,2,1,2,0.755,0,1,1.217832798,-3
15,2,1,1,0.711,1,1,1.290283446,-2
15,2,2,2,0.724,1,2,1.272884562,-1
15,2,2,2,0.827,1,2,1.215881504,0
15,2,2,1,0.882,0,1,1.034561127,-1
15,2,2,2,0.802,1,2,1.098166152,0
15,2,1,2,0.717,0,1,2.241962698,-1
15,2,2,2,0.752,1,1,1.02420963,0
15,2,2,2,0.793,1,3,1.539459466,1
15,2,1,2,0.753,0,1,1.582036367,0
15,2,1,1,0.788,1,2,1.242081148,1
15,2,1,1,0.71,1,2,1.696219354,2
15,2,1,2,0.724,0,3,1.318495536,1
15,2,1,2,0.746,0,1,1.197186693,2
15,2,2,2,0.772,1,3,0.960800004,3
15,2,2,2,0.749,1,1,1.483428168,4
15,2,2,2,0.748,1,3,1.07425078,5
15,2,2,2,0.914,1,3,1.688249079,6
15,2,1,1,0.872,1,2,1.399220415,7
15,2,1,1,0.717,1,1,1.257605891,8
15,2,1,1,0.802,1,3,1.304444502,9
15,2,2,2,0.662,1,2,1.7501291,10
15,2,1,1,0.831,1,3,1.241592796,11
15,2,1,1,0.857,1,1,1.32266596,12
15,2,2,2,0.654,1,1,1.320029945,13
15,2,2,2,0.611,1,1,1.947725631,14
15,2,1,1,0.677,1,1,1.336392901,15
15,2,1,1,0.769,1,1,1.517421514,16
15,2,1,1,0.687,1,1,1.315068377,17
15,2,1,1,0.872,1,2,1.079740635,18
15,2,1,1,0.585,1,1,1.158991924,19
15,2,1,1,0.64,1,3,1.459361744,20
15,2,1,1,0.745,1,1,1.681809346,21
15,2,1,2,0.742,0,2,1.448262285,20
15,2,2,2,0.621,1,1,1.809694423,21
15,2,1,2,0.74,0,3,1.753534115,22
15,2,1,2,0.675,0,3,1.638723848,23
15,2,1,1,0.72,1,3,1.301213722,24
15,3,2,2,0.728,1,3,2.051727699,1
15,3,1,1,1,1,1,1.18253529,2
15,3,1,1,1,1,3,0.961190826,3
15,3,2,2,1,1,1,0.772912449,4
15,3,2,2,1,1,3,0.712326005,5
15,3,2,2,1,1,1,0.813502874,6
15,3,2,2,1,1,2,0.77676022,7
15,3,1,1,1,1,1,0.683764934,8
15,3,1,1,1,1,3,0.651050389,9
15,3,2,2,1,1,2,0.676856085,10
15,3,2,1,1,0,1,0.547304134,9
15,3,1,1,1,1,3,0.648955328,10
15,3,1,1,1,1,2,0.681435637,11
15,3,1,1,1,1,3,0.714801011,12
15,3,2,2,0.736,1,1,1.343664971,13
15,3,2,2,0.685,1,1,1.243731917,14
15,3,1,1,1,1,3,0.709078642,15
15,3,2,1,0.74,0,1,1.290999717,14
15,3,1,1,1,1,1,0.794355086,15
15,3,1,1,0.684,1,2,1.187894728,16
15,3,1,1,1,1,2,0.807109543,17
15,3,1,1,1,1,3,0.721476495,18
15,3,2,2,0.893,1,3,1.301658593,19
15,3,1,1,1,1,3,0.677165323,20
15,3,2,2,1,1,3,0.803906099,21
15,3,1,1,1,1,3,0.662041653,22
15,3,1,1,1,1,2,0.77465649,23
15,3,1,2,0.689,0,2,0.865474158,22
15,3,2,1,0.802,0,3,1.050109702,23
15,3,1,1,0.887,1,3,0.666941886,24
15,3,2,2,0.572,1,1,1.675127203,25
15,3,2,2,0.705,1,2,0.969245028,26
15,3,2,2,0.674,1,3,0.949761707,27
15,3,1,1,0.786,1,2,0.921702422,28
15,3,2,1,0.701,0,1,0.790877486,27
15,3,2,2,0.803,1,3,1.041565783,28
15,3,2,2,1,1,3,0.931243698,29
15,3,2,2,0.75,1,2,0.944200955,30
15,3,1,1,0.882,1,3,0.875813911,31
15,3,1,1,0.763,1,3,0.860875533,32
16,1,1,2,0.609,0,2,10.39568398,-1
16,1,1,1,0.705,1,2,3.871384904,0
16,1,1,1,0.703,1,2,3.682761872,1
16,1,1,1,0.604,1,2,3.848837538,0
16,1,2,2,0.81,1,1,2.43822287,1
16,1,2,2,1,1,3,1.87533023,2
16,1,2,2,0.871,1,1,1.953800655,3
16,1,2,2,0.914,1,3,1.846213568,4
16,1,1,1,0.829,1,1,2.005090845,5
16,1,2,2,0.682,1,1,1.66200255,6
16,1,2,2,0.861,1,1,1.173658274,7
16,1,1,1,0.815,1,2,1.423461157,8
16,1,2,2,0.695,1,2,1.794012483,9
16,1,1,2,0.517,0,2,1.802167272,10
16,1,2,1,0.742,0,2,1.213976566,9
16,2,1,2,0.617,0,2,2.092820681,-1
16,2,1,1,0.802,1,2,1.746492393,0
16,2,1,1,0.755,1,3,1.358250091,1
16,2,1,1,0.702,1,2,1.033464208,2
16,2,1,1,0.742,1,3,2.794877734,3
16,2,2,2,0.85,1,3,1.115200068,4
16,2,1,1,0.537,1,3,1.145324346,5
16,2,1,1,0.79,1,3,1.181750353,6
16,2,2,2,0.723,1,1,2.23406908,7
16,2,1,1,0.787,1,3,0.770482503,6
16,2,1,1,0.519,1,3,1.333857372,7
16,2,2,2,0.705,1,1,0.730387371,8
16,2,1,1,0.793,1,3,1.479480479,9
16,2,2,2,0.737,1,3,0.901433573,10
16,2,1,1,0.585,1,3,0.619847762,11
16,2,1,1,0.784,1,3,0.719491677,12
16,2,2,2,0.668,1,3,0.747540094,13
16,2,1,1,0.826,1,2,1.209271263,14
16,2,2,2,0.74,1,1,1.131060276,15
16,2,1,1,0.753,1,3,0.815514247,16
16,2,2,2,0.664,1,1,0.866926447,17
16,2,1,2,0.581,0,2,0.755278908,18
16,2,2,2,0.6,1,3,1.262430917,19
16,2,2,2,0.676,1,2,0.982043287,20
16,2,2,2,0.663,1,3,0.986370155,21
16,2,1,2,0.626,0,2,0.955085884,22
16,2,1,2,0.627,0,2,1.719500996,23
16,2,2,2,0.518,1,3,0.965762354,24
16,2,1,1,0.555,1,1,1.41643966,25
16,2,1,2,0.551,0,2,0.937995532,24
16,2,2,1,0.555,0,2,0.88676653,23
16,2,2,2,0.61,1,3,0.661421523,24
16,2,1,1,0.588,1,3,0.999359409,25
16,2,1,1,0.703,1,2,1.54425813,26
16,2,1,2,0.637,0,1,1.085482977,25
16,2,1,2,0.521,0,1,1.652790175,26
16,2,1,1,0.702,1,3,0.900054428,27
16,2,1,2,0.507,0,1,1.450145537,26
16,2,2,1,0.514,0,1,0.803275215,27
16,2,1,1,0.762,1,1,1.116947925,28
16,3,1,1,0.85,1,3,2.735158028,1
16,3,1,1,0.882,1,3,0.879769033,2
16,3,2,2,0.719,1,3,1.19126276,3
16,3,2,2,0.803,1,1,1.523232462,2
16,3,2,2,0.821,1,3,1.191429312,3
16,3,2,2,0.924,1,3,1.31336317,4
16,3,2,2,0.841,1,3,0.983407728,5
16,3,1,1,0.874,1,1,0.881751928,6
16,3,2,2,0.847,1,3,1.049358737,7
16,3,2,2,0.685,1,2,0.967331193,8
16,3,1,2,0.622,0,3,0.811863691,7
16,3,2,2,0.747,1,1,0.82041326,8
16,3,2,2,0.782,1,2,0.974086499,9
16,3,2,2,0.677,1,3,0.922501698,10
16,3,1,1,0.703,1,3,0.887700985,11
16,3,1,1,0.731,1,2,0.958853553,12
16,3,1,1,0.804,1,3,0.969920283,13
16,3,2,1,0.544,0,3,1.495462905,12
16,3,2,1,0.514,0,3,1.828301803,11
16,3,1,1,0.883,1,3,1.309498232,12
16,3,2,1,0.607,0,1,1.298063719,13
16,3,2,2,0.735,1,2,0.967080046,14
16,3,2,2,0.819,1,3,0.930820526,15
16,3,2,1,0.528,0,1,1.271219341,16
16,3,1,1,0.554,1,2,0.831689117,17
16,3,1,1,0.592,1,1,0.791165468,18
16,3,2,2,0.569,1,1,1.147556145,19
16,3,1,2,0.534,0,3,1.11668689,20
16,3,2,2,0.786,1,3,1.027757114,21
16,3,2,1,0.516,0,2,1.523766771,20
16,3,1,2,0.501,0,2,0.586468641,21
16,3,2,2,0.547,1,3,0.826969456,22
16,3,2,2,0.571,1,2,0.990273367,23
16,3,2,2,0.646,1,3,0.744023287,24
16,3,2,2,0.565,1,2,1.573171971,23
16,3,2,2,0.54,1,3,1.24071859,24
16,3,1,1,0.576,1,1,0.816132099,25
16,3,1,1,0.603,1,2,0.769890836,26
16,3,1,1,0.533,1,2,0.789833226,27
16,3,1,1,0.682,1,3,0.991361563,28
18,1,1,1,0.998,1,1,4.2688764,1
18,1,2,2,1,1,3,2.022535433,2
18,1,1,1,1,1,2,2.296613983,3
18,1,1,1,0.987,1,2,1.710350179,4
18,1,2,2,1,1,2,2.002987046,5
18,1,2,2,0.998,1,2,2.138408874,6
18,1,2,2,0.981,1,3,1.462450446,7
18,1,2,2,0.998,1,3,2.390632567,8
18,1,2,2,0.99,1,1,1.728009151,9
18,1,2,2,1,1,3,1.85941937,10
18,1,1,1,0.995,1,3,2.105600938,11
18,1,2,2,1,1,3,1.438691366,12
18,1,1,1,0.989,1,3,1.598728514,13
18,1,2,2,0.995,1,2,1.866010695,14
18,1,2,2,0.999,1,1,1.918972253,15
18,2,1,2,0.706,0,1,3.346816095,-1
18,2,2,2,0.998,1,3,1.875437872,0
18,2,2,2,0.808,1,2,2.064546272,1
18,2,2,2,0.961,1,3,1.511922133,2
18,2,2,2,0.618,1,1,2.013671923,3
18,2,1,1,0.604,1,1,1.311142267,4
18,2,1,1,0.986,1,3,1.587241584,5
18,2,2,2,0.904,1,2,1.532762235,6
18,2,1,1,0.973,1,3,1.433304706,7
18,2,1,1,0.96,1,3,1.531516439,8
18,2,2,2,0.574,1,3,3.063665352,9
18,2,2,2,0.694,1,1,1.654807175,10
18,2,1,1,0.812,1,3,1.213458767,11
18,2,2,1,0.981,0,2,1.382382541,10
18,2,2,2,0.72,1,1,2.713930776,11
18,2,2,2,0.839,1,3,1.270417788,12
18,2,2,2,0.894,1,3,1.181595382,13
18,2,2,2,0.67,1,1,1.079703084,14
18,2,1,1,0.904,1,1,1.031247517,15
18,2,1,1,0.968,1,3,1.480709923,16
18,2,1,2,0.579,0,2,1.041436354,15
18,2,2,2,0.53,1,1,2.161186259,16
18,2,2,2,0.796,1,1,2.427294405,17
18,2,2,2,0.944,1,3,1.300012908,18
18,2,2,2,0.55,1,1,1.049832125,19
18,2,2,1,0.715,0,1,0.962719217,18
18,2,2,2,0.532,1,2,1.077370618,19
18,2,1,1,0.995,1,3,1.500671232,20
18,2,2,2,0.51,1,2,12.52391468,21
18,2,1,2,0.659,0,1,0.868160226,20
18,2,2,2,0.719,1,3,1.524278641,21
18,2,2,2,0.622,1,1,0.97749362,22
18,2,1,1,0.582,1,3,1.44539867,23
18,2,2,1,0.638,0,1,1.13239649,24
18,2,2,2,0.71,1,2,1.817848089,25
18,2,1,1,0.978,1,3,1.65884437,26
18,2,2,2,0.832,1,2,1.298185751,27
18,2,1,1,0.907,1,3,1.497181508,28
18,2,2,1,0.974,0,1,2.25517833,27
18,2,2,2,0.945,1,2,1.516427876,28
18,3,1,1,0.903,1,3,2.698719092,1
18,3,2,2,1,1,3,1.101544609,2
18,3,2,2,0.706,1,2,1.659473287,3
18,3,1,1,0.805,1,2,1.857920332,4
18,3,2,2,0.728,1,3,0.920897104,5
18,3,1,1,0.87,1,3,1.238821133,6
18,3,1,1,0.783,1,3,1.334667929,7
18,3,1,1,0.958,1,3,0.866789275,8
18,3,1,1,0.971,1,1,0.868151434,9
18,3,1,1,0.88,1,3,0.788386881,10
18,3,2,1,0.871,0,1,1.479219349,9
18,3,2,2,0.912,1,3,1.11746022,10
18,3,1,1,0.877,1,3,1.146895465,11
18,3,1,1,0.718,1,1,0.966627175,12
18,3,2,1,0.642,0,2,1.251688721,13
18,3,1,1,0.888,1,2,1.291556705,14
18,3,1,1,0.849,1,2,1.131054002,15
18,3,2,1,0.611,0,1,1.048423497,14
18,3,1,1,1,1,3,1.695413739,15
18,3,1,1,0.898,1,3,1.342191953,16
18,3,2,2,0.582,1,2,1.826995003,17
18,3,2,2,0.859,1,1,1.258540916,18
18,3,1,1,0.627,1,1,1.1305105,19
18,3,2,2,0.767,1,1,1.088195541,20
18,3,1,2,0.558,0,1,1.917426807,19
18,3,2,2,0.644,1,1,1.978403741,20
18,3,2,2,0.707,1,1,1.3317967,21
18,3,1,1,0.952,1,2,1.23379337,22
18,3,2,2,0.864,1,3,1.354088907,23
18,3,1,1,0.713,1,1,1.391736707,24
18,3,1,1,0.767,1,2,1.056944213,25
18,3,1,1,0.793,1,2,1.177214366,26
18,3,2,2,0.684,1,3,0.954492705,27
18,3,1,2,0.653,0,3,1.87911187,28
18,3,1,1,0.699,1,1,1.213632044,29
18,3,2,2,0.863,1,2,1.263678652,30
18,3,2,2,0.701,1,2,1.167945047,31
18,3,2,2,0.597,1,1,1.315801425,32
18,3,2,2,0.586,1,2,1.505926427,33
18,3,1,1,0.84,1,2,1.030655382,34
19,1,1,1,0.592,1,1,8.514643542,1
19,1,2,2,1,1,1,4.186977122,2
19,1,2,2,0.997,1,3,3.186206711,3
19,1,1,1,0.987,1,2,1.851530531,4
19,1,2,2,0.99,1,3,2.609825778,5
19,1,2,2,0.988,1,3,1.850516335,6
19,1,1,1,0.976,1,3,2.122034628,7
19,1,1,1,0.977,1,1,2.516954538,8
19,1,1,1,0.907,1,3,1.720759462,9
19,1,2,2,0.987,1,1,1.574075018,10
19,1,2,2,0.987,1,3,1.424815251,11
19,1,2,2,0.997,1,1,1.96873751,12
19,1,1,1,0.992,1,3,1.627499167,13
19,1,1,1,0.98,1,1,2.052144652,14
19,1,1,1,0.995,1,2,1.954142573,15
19,2,1,1,0.64,1,3,1.43596363,1
19,2,1,2,0.742,0,1,0.898434801,0
19,2,2,1,0.524,0,3,0.703747549,-1
19,2,2,2,0.573,1,1,0.759080115,-2
19,2,1,1,0.554,1,3,0.890805363,-1
19,2,1,2,0.53,0,3,0.632575384,0
19,2,2,2,0.603,1,3,0.779456728,1
19,2,1,1,0.648,1,3,0.998278189,2
19,2,2,1,0.528,0,1,1.313291294,3
19,2,2,2,0.825,1,2,1.255762511,2
19,2,1,1,0.617,1,1,0.767294914,3
19,2,2,1,0.539,0,1,0.890625491,4
19,2,1,2,0.76,0,1,0.904906635,5
19,2,2,2,0.754,1,3,0.976606186,6
19,2,2,1,0.57,0,2,0.747749019,5
19,2,1,1,0.938,1,3,1.358927192,6
19,2,2,2,0.915,1,1,0.972272556,7
19,2,1,1,0.981,1,3,0.958822217,8
19,2,1,1,0.844,1,3,0.898079715,9
19,2,1,1,0.872,1,3,0.920777363,10
19,2,2,2,0.995,1,2,0.999416242,11
19,2,2,2,0.911,1,2,1.058087018,12
19,2,2,2,0.959,1,3,0.985400464,13
19,2,1,2,0.604,0,1,1.661323628,12
19,2,2,1,0.607,0,3,0.7072311,11
19,2,2,2,1,1,1,0.793406484,12
19,2,1,1,0.559,1,1,1.773689011,13
19,2,1,2,0.762,0,3,0.839394526,12
19,2,1,1,0.524,1,1,1.087952087,13
19,2,2,2,0.734,1,3,0.677948165,14
19,2,1,1,0.92,1,3,0.870155245,15
19,2,2,2,0.956,1,1,0.870027726,16
19,2,1,1,0.542,1,1,1.252741051,17
19,2,2,2,0.779,1,3,0.822764541,18
19,2,1,1,0.66,1,2,0.767797534,19
19,2,1,2,0.9,0,1,0.77092683,18
19,2,1,1,0.597,1,2,0.55050999,19
19,2,1,2,0.511,0,2,0.828008125,18
19,2,1,1,1,1,2,1.030447649,19
19,2,2,2,1,1,3,1.022146371,20
19,3,1,1,1,1,2,1.185358089,1
19,3,1,2,0.999,0,1,1.068427458,0
19,3,1,1,0.894,1,3,0.8833775,1
19,3,2,2,0.656,1,2,0.819227817,2
19,3,1,1,0.628,1,3,0.581164067,3
19,3,1,1,0.799,1,2,0.703866928,4
19,3,1,1,0.761,1,2,0.951739591,5
19,3,1,1,0.775,1,2,0.931257081,6
19,3,1,1,0.765,1,1,0.793172636,7
19,3,1,1,0.839,1,1,0.788020512,8
19,3,2,2,0.901,1,2,0.814419949,9
19,3,1,1,0.847,1,3,0.545180992,10
19,3,1,1,0.927,1,2,0.764898554,11
19,3,1,1,0.593,1,1,0.577623216,12
19,3,2,2,0.821,1,1,0.765026851,13
19,3,2,2,0.759,1,3,0.730754556,14
19,3,1,1,0.812,1,1,0.719251464,15
19,3,2,2,0.724,1,2,1.805523906,16
19,3,2,1,0.985,0,1,0.862478604,15
19,3,2,2,0.821,1,1,0.764770189,16
19,3,1,2,0.713,0,3,1.402110245,15
19,3,1,1,0.806,1,1,0.651839939,16
19,3,1,1,0.593,1,1,0.595766518,17
19,3,1,1,0.69,1,3,0.47913975,18
19,3,2,2,0.903,1,1,0.999938855,19
19,3,1,1,0.808,1,1,0.593889079,20
19,3,2,2,0.795,1,3,0.565082025,21
19,3,1,1,0.896,1,2,0.722796666,22
19,3,2,2,0.959,1,1,0.56845197,23
19,3,2,2,0.638,1,2,1.164664074,24
19,3,2,2,0.811,1,2,0.710382821,25
19,3,1,1,0.821,1,1,0.660735812,26
19,3,1,2,0.769,0,3,0.621736065,25
19,3,2,2,0.779,1,1,0.630664914,26
19,3,1,1,0.831,1,1,1.01623243,27
19,3,2,2,0.838,1,3,1.306170501,28
19,3,2,1,0.649,0,1,0.761193962,29
19,3,1,2,0.618,0,2,0.971947488,30
19,3,1,1,0.67,1,2,1.111734169,31
19,3,1,2,0.788,0,2,0.861772204,30
2,1,1,2,0.501,0,1,4.455510523,-1
2,1,2,2,1,1,3,3.928148483,0
2,1,2,2,0.996,1,2,2.202518827,1
2,1,2,2,0.905,1,3,4.189432075,2
2,1,2,2,0.908,1,1,2.60359965,3
2,1,1,1,0.898,1,1,2.283995975,4
2,1,1,1,0.991,1,3,1.779432075,5
2,1,2,2,1,1,2,1.989770601,6
2,1,1,1,1,1,3,2.086411023,7
2,1,1,2,0.501,0,3,0.844776946,6
2,1,2,2,1,1,3,2.301668833,7
2,1,2,2,0.903,1,2,4.827892353,8
2,1,1,1,0.995,1,1,1.496121036,9
2,1,1,1,1,1,2,1.894281721,10
2,1,1,1,0.998,1,3,1.395613949,11
2,2,2,2,0.519,1,2,3.08375427,1
2,2,2,2,0.701,1,3,2.12731873,2
2,2,2,2,0.903,1,3,1.723757013,3
2,2,1,1,0.705,1,1,1.463805906,4
2,2,1,1,0.585,1,2,2.006238403,5
2,2,2,2,0.711,1,3,2.679655433,6
2,2,1,1,0.696,1,3,1.421836949,7
2,2,1,1,0.709,1,1,2.309362924,8
2,2,2,1,0.541,0,1,2.075267351,9
2,2,1,2,0.784,0,1,2.68834344,8
2,2,2,2,0.607,1,3,2.415223421,9
2,2,1,2,0.583,0,2,1.639091438,8
2,2,1,1,0.692,1,3,1.526408997,9
2,2,2,1,0.63,0,2,1.948010163,8
2,2,1,2,0.617,0,1,1.661752059,9
2,2,2,2,0.535,1,3,2.956887997,10
2,2,2,2,0.911,1,3,1.807468276,11
2,2,2,2,0.547,1,2,1.464356053,12
2,2,1,2,0.56,0,1,1.736521129,11
2,2,2,2,0.743,1,1,1.883610161,12
2,2,1,1,0.901,1,3,1.617767712,13
2,2,1,2,0.804,0,1,1.786348769,12
2,2,2,2,0.906,1,1,1.684208643,13
2,2,2,2,0.902,1,2,1.570878346,14
2,2,1,2,0.808,0,2,1.868934182,13
2,2,2,2,1,1,2,1.683989316,14
2,2,2,2,0.694,1,1,1.13229199,15
2,2,2,2,1,1,3,1.824465832,16
2,2,2,2,0.859,1,1,1.367011062,17
2,2,2,2,0.826,1,1,2.076885665,18
2,2,2,2,0.756,1,1,1.354876191,19
2,2,1,2,0.774,0,2,1.24611132,18
2,2,1,2,0.648,0,1,1.4619986,17
2,2,2,2,0.724,1,3,1.078167458,18
2,2,2,1,0.555,0,1,2.036582267,17
2,2,2,2,0.759,1,3,1.036853464,18
2,2,2,2,1,1,3,1.076065262,19
2,2,1,1,0.669,1,3,1.740114841,20
2,2,1,2,0.668,0,3,1.248313802,19
2,2,1,2,0.676,0,1,1.207684854,18
2,3,2,2,0.6,1,1,4.1703989,1
2,3,2,2,0.813,1,1,1.833828623,2
2,3,1,1,0.889,1,3,1.955730048,3
2,3,1,2,0.959,0,2,1.9572093,2
2,3,2,1,0.687,0,1,1.455284479,3
2,3,1,1,0.605,1,3,1.887838443,4
2,3,1,2,0.526,0,2,3.308961766,3
2,3,2,2,0.71,1,2,1.304743975,4
2,3,2,2,0.812,1,3,1.325937492,5
2,3,2,2,0.646,1,1,1.282092492,6
2,3,2,2,0.57,1,3,1.306158219,7
2,3,2,2,0.701,1,1,1.526897227,8
2,3,2,2,0.995,1,2,1.293164675,9
2,3,2,2,0.871,1,3,2.14724097,10
2,3,1,1,0.856,1,2,0.757873025,11
2,3,1,1,0.722,1,3,0.601279374,12
2,3,2,2,1,1,3,0.564083006,13
2,3,2,1,0.693,0,1,0.559887298,12
2,3,2,2,0.762,1,3,0.620656527,13
2,3,2,2,0.648,1,2,1.07877856,14
2,3,2,2,0.612,1,1,0.663817881,15
2,3,2,2,0.809,1,1,0.59978213,16
2,3,1,2,0.648,0,1,1.064782576,15
